item_id,email,name,description,condition,type
276,usr035@gt.edu,Uckers,"England  Two six-sided dice","Moderately Used","Board Game"
277,usr035@gt.edu,"Gundam Cross War ","Bandai   ","Like New","Card Game"
278,usr035@gt.edu,"WarCry ","Sabertooth Games   ","Damaged/Missing parts","Card Game"
279,usr035@gt.edu,"Timestream: The Remnant","Cahaba Productions Inc.   ","Like New","Card Game"
280,usr035@gt.edu,"Assassin's Creed II","Ubisoft Montreal   Ubisoft",Mint,"Computer Game"
281,usr035@gt.edu,"Vandaria Wars Trading Card Game ","GameQuarters   ","Like New","Card Game"
282,usr036@gt.edu,"NBA Hangtime",NULL,"Damaged/Missing parts","Video Game"
283,usr036@gt.edu,Uckers,"England  Two six-sided dice","Moderately Used","Board Game"
284,usr036@gt.edu,"Wizards of Mickey ","New Media Publishing   ","Damaged/Missing parts","Card Game"
285,usr037@gt.edu,"Final Twilight TCG ","Neo Productions Unlimited   ","Lightly Used","Card Game"
286,usr037@gt.edu,"SimCity 2000","Maxis   Electronic Arts","Moderately Used","Computer Game"
287,usr037@gt.edu,Pentagon,"Andrea Farnham (art)","Damaged/Missing parts","Jigsaw Puzzle"
288,usr038@gt.edu,"World of Tanks",Wargaming,"Heavily Used","Computer Game"
289,usr038@gt.edu,"Devacurse Trading Card Game ","Gandharvas Studio   ","Like New","Card Game"
290,usr038@gt.edu,Troy,"Chaosium  1977","Lightly Used","Board Game"
291,usr038@gt.edu,"Battles of the Ancient World: Marathon & Granicus","Decision Games  2003","Damaged/Missing parts","Board Game"
292,usr038@gt.edu,"Iliad: The Siege of Troy","Conflict Games  ","Damaged/Missing parts","Board Game"
293,usr038@gt.edu,"Battlefield 1942: Secret Weapons of WWII","Digital Illusions CE   Electronic Arts","Lightly Used","Computer Game"
294,usr038@gt.edu,"Matt Hazard: Blood Bath and Beyond","Action & Adventure   Vicious Cycle Software","Lightly Used","Video Game"
295,usr038@gt.edu,"Monster Hunter Frontier G10","Action role-playing, Expansion   Capcom","Damaged/Missing parts","Video Game"
296,usr039@gt.edu,"Namco Museum 64",NULL,"Damaged/Missing parts","Video Game"
297,usr039@gt.edu,"Dollhouse Village","Jim Schubert (art)","Lightly Used","Jigsaw Puzzle"
298,usr039@gt.edu,"Monster Hunter Frontier G1","Action role-playing, Expansion   Capcom","Lightly Used","Video Game"
299,usr039@gt.edu,"A.R.E.S.: Extinction Agenda","Extend Studio   Origo Games, Aksys Games","Damaged/Missing parts","Computer Game"
300,usr039@gt.edu,Poptropica,NULL,"Heavily Used","Computer Game"
301,usr040@gt.edu,"Wheels of Aurelia","Santa Ragione S.r.l.",Mint,"Computer Game"
302,usr040@gt.edu,"Romeo and Juliet","Jennifer Brown","Like New","Jigsaw Puzzle"
303,usr040@gt.edu,"Kick-Ass: The Game","Frozen Codebase   Unreleased","Damaged/Missing parts","Video Game"
304,usr040@gt.edu,"Apex Legends","Respawn Entertainment   Electronic Arts","Moderately Used","Computer Game"
305,usr040@gt.edu,"Romeo and Juliet","Jennifer Brown","Lightly Used","Jigsaw Puzzle"
306,usr040@gt.edu,"Stronghold Legends","Firefly Studios   2K Games","Heavily Used","Computer Game"
307,usr040@gt.edu,"SimCity 2000",NULL,"Heavily Used","Computer Game"
308,usr041@gt.edu,"Super Meat Boy",NULL,"Lightly Used","Computer Game"
309,usr041@gt.edu,Trouble,"United States  Two standard dice within a clear plastic "pop-o-matic" dome in the center of the board.",Mint,"Board Game"
310,usr041@gt.edu,"The Wheel of Time","Precedence Entertainment   ","Heavily Used","Card Game"
311,usr041@gt.edu,"Age of Pirates: Captain Blood","THQ   1C Company, MTV Games","Damaged/Missing parts","Computer Game"
312,usr041@gt.edu,"Gridiron Fantasy Football",NULL,"Heavily Used","Card Game"
313,usr041@gt.edu,"Nintama Rantaro 64 Game Gallery","Culture Brain   Culture Brain","Damaged/Missing parts","Video Game"
314,usr041@gt.edu,"Dragon Quest TCG","Enix/Tenky   ","Heavily Used","Card Game"
315,usr041@gt.edu,"Doctor Who: The Collectible Trading Card Game","M.M.G. Ltd.   ","Moderately Used","Card Game"
316,usr041@gt.edu,"Monster Hunter Frontier G10","Action role-playing, Expansion   Capcom","Heavily Used","Video Game"
317,usr041@gt.edu,"Star Wars: The Old Republic","BioWare   Electronic Arts, LucasArts","Damaged/Missing parts","Computer Game"
318,usr042@gt.edu,"Battleground 6: Napoleon in Russia",TalonSoft,"Like New","Computer Game"
319,usr042@gt.edu,"Baldur's Gate: Tales of the Sword Coast","BioWare   Black Isle Studios, Interplay Entertainment","Damaged/Missing parts","Computer Game"
320,usr042@gt.edu,"Battlefield 1942: Secret Weapons of WWII",NULL,"Moderately Used","Computer Game"
321,usr042@gt.edu,"Action Quake 2","The A-Team","Lightly Used","Computer Game"
322,usr042@gt.edu,"Emily Wants to Play","Shawn Hitchcock   SKH Apps","Heavily Used","Computer Game"
323,usr042@gt.edu,"Penumbra: Overture","Frictional Games",Mint,"Computer Game"
324,usr042@gt.edu,"Baldur's Gate II: Throne of Bhaal","BioWare   Black Isle Studios, Interplay Entertainment","Like New","Computer Game"
325,usr042@gt.edu,"Star Wars Galaxies","Sony Online Entertainment   Electronic Arts, LucasArts","Lightly Used","Computer Game"
326,usr042@gt.edu,"Jak II HD","Naughty Dog   February 22, 2012","Like New","Video Game"
327,usr042@gt.edu,"Vrooom! ","Ikon Games   ","Heavily Used","Card Game"
328,usr043@gt.edu,"Midway's Greatest Arcade Hits: Volume 1","Digital Eclipse   Midway Home Entertainment","Like New","Video Game"
329,usr043@gt.edu,Arcadia,"an out-of-print collectible card game involving combat and terrain   ","Moderately Used","Card Game"
330,usr043@gt.edu,"Metal Slug 3","Classics   SNK","Like New","Video Game"
331,usr043@gt.edu,"Unlimited VS ",NULL,Mint,"Card Game"
332,usr044@gt.edu,"White Night",NULL,"Damaged/Missing parts","Computer Game"
333,usr044@gt.edu,"Ogre Battle 64: Person of Lordly Caliber","Quest Corporation   Atlus USANA","Moderately Used","Video Game"
334,usr044@gt.edu,"Battlefield 1942: Secret Weapons of WWII","Digital Illusions CE   Electronic Arts","Like New","Computer Game"
335,usr044@gt.edu,"Assassin's Creed IV: Black Flag","Ubisoft Montreal   Ubisoft","Like New","Computer Game"
336,usr044@gt.edu,"Initial D Collectible Card Game","AEG   ","Lightly Used","Card Game"
337,usr044@gt.edu,Scrapland,"Mercury Steam Entertainment   Deep Silver, Enlight Software","Like New","Computer Game"
338,usr044@gt.edu,"Pok�mon Puzzle League","Nintendo Software Technology   Nintendo","Moderately Used","Video Game"
339,usr045@gt.edu,"Wasteland 2","inXile Entertainment   Deep Silver","Like New","Computer Game"
340,usr045@gt.edu,"Football Resurrection","Portal Games Ltd.   ",Mint,"Card Game"
341,usr045@gt.edu,"Just Dance 2016","Ubisoft Paris   ",Mint,"Video Game"
342,usr046@gt.edu,"Jikkyou Powerful Pro Yakyuu Championship 2017","Konami   May 25, 2017","Moderately Used","Video Game"
343,usr046@gt.edu,"NASCAR '99","EA Sports   ","Lightly Used","Video Game"
344,usr046@gt.edu,"ARMA: Armed Assault","Bohemia Interactive   505 Games",Mint,"Computer Game"
345,usr046@gt.edu,Astebreed,"Edelweiss   Playism","Lightly Used","Computer Game"
346,usr046@gt.edu,"Dragon Quest TCG",NULL,Mint,"Card Game"
347,usr046@gt.edu,"The Witcher 3: Wild Hunt","CD Projekt Red   Atari, Inc","Heavily Used","Computer Game"
348,usr046@gt.edu,"Hannibal: Rome vs. Carthage","Avalon Hill  1996",Mint,"Board Game"
349,usr046@gt.edu,"Ace of Spades",Jagex,"Lightly Used","Computer Game"
350,usr046@gt.edu,"Assassin's Creed III","Ubisoft Montreal   Ubisoft","Lightly Used","Computer Game"
351,usr046@gt.edu,"A City Sleeps","Harmonix Music Systems, Inc",Mint,"Computer Game"
352,usr047@gt.edu,"Police at Work! ","Jigsaw Puzzle By Ravensburger NEW",Mint,"Jigsaw Puzzle"
353,usr047@gt.edu,"Empire State Building: Night Edition ",NULL,"Moderately Used","Jigsaw Puzzle"
354,usr047@gt.edu,"Emily Wants to Play","Shawn Hitchcock   SKH Apps","Moderately Used","Computer Game"
355,usr047@gt.edu,"Thomas & Friends Thomas the Tank Engine","Floor Puzzle For Kids By Ravensburger",Mint,"Jigsaw Puzzle"
356,usr048@gt.edu,"Sins of a Solar Empire",NULL,"Lightly Used","Computer Game"
357,usr048@gt.edu,"HumanKind ","SALO   ","Lightly Used","Card Game"
358,usr048@gt.edu,"Beyblade Collectible Card Game ","Takara   ","Heavily Used","Card Game"
359,usr048@gt.edu,kkrieger,.theprodukkt,"Like New","Computer Game"
360,usr048@gt.edu,"Premier Manager 64","Dinamic Multimedia   Gremlin Interactive","Heavily Used","Video Game"
361,usr048@gt.edu,"Wing Commander Collectible Trading Card Game	",NULL,"Like New","Card Game"
362,usr048@gt.edu,"Automation - The Car Company Tycoon Game","Camshaft Software","Damaged/Missing parts","Computer Game"
363,usr049@gt.edu,"Doctor Who  Battles in Time ","GE Fabbri   ",Mint,"Card Game"
364,usr049@gt.edu,"The Powerpuff Girls: Chemical X-Traction","VIS Entertainment   ","Lightly Used","Video Game"
365,usr049@gt.edu,"Call of Cthulhu: Collectible Card Game","Fantasy Flight Games   ","Like New","Card Game"
366,usr049@gt.edu,"Adam's Venture",NULL,"Heavily Used","Computer Game"
367,usr049@gt.edu,Starbound,Chucklefish,"Moderately Used","Computer Game"
368,usr050@gt.edu,"Mad Riders","Racing & Flying   Techland",Mint,"Video Game"
369,usr050@gt.edu,Kadesh,NULL,"Damaged/Missing parts","Board Game"
370,usr050@gt.edu,"Stronghold: Crusader Extreme","Firefly Studios   Gamecock Media Group","Heavily Used","Computer Game"
371,usr050@gt.edu,"A.D.A.M. Life's Greatest Mysteries","Columbia Healthcare Corporation","Lightly Used","Computer Game"
372,usr050@gt.edu,"Monaco: What's Yours Is Mine","Action & Adventure   Pocketwatch Games","Heavily Used","Video Game"
373,usr050@gt.edu,"AssaultCube Reloaded (ACR)","AssaultCube Reloaded Task Force","Heavily Used","Computer Game"
374,usr050@gt.edu,"Terror ","Kris Silver   ","Moderately Used","Card Game"
375,usr051@gt.edu,"AssaultCube Reloaded (ACR)","AssaultCube Reloaded Task Force","Damaged/Missing parts","Computer Game"
376,usr051@gt.edu,"Baldur's Gate II: Shadows of Amn","BioWare   Black Isle Studios, Interplay Entertainment","Heavily Used","Computer Game"
377,usr051@gt.edu,"Portal 2",Valve,"Damaged/Missing parts","Computer Game"
378,usr051@gt.edu,"Bakugan: Battle Brawlers (Trading Card Game)",NULL,"Lightly Used","Card Game"
379,usr051@gt.edu,"The Eye of Judgment ","SCE Japan   ",Mint,"Card Game"
380,usr051@gt.edu,"Tomb Raider Collectible Card Game ","Precedence Entertainment   ","Lightly Used","Card Game"
381,usr051@gt.edu,"Monster High: New Ghoul in School","Adventure   Little Orbit","Like New","Video Game"
382,usr051@gt.edu,1995,NULL,"Damaged/Missing parts","Board Game"
383,usr051@gt.edu,"Euro Truck Simulator","SCS Software","Lightly Used","Computer Game"
384,usr052@gt.edu,"Battlefield Heroes","EA Digital Illusions CE, Easy Studios   Electronic Arts, Aeria Games","Damaged/Missing parts","Computer Game"
385,usr052@gt.edu,"Disney Castle ","3D Jigsaw Puzzle By Ravensburger","Heavily Used","Jigsaw Puzzle"
386,usr052@gt.edu,"X-Men ","Wizards of the Coast   ","Lightly Used","Card Game"
387,usr052@gt.edu,"Black Skylands",NULL,"Lightly Used","Computer Game"
388,usr052@gt.edu,"Xena: Warrior Princess ","Wizards of the Coast   ","Damaged/Missing parts","Card Game"
389,usr052@gt.edu,"Towers in Time ","Thunder Castle Games   ",Mint,"Card Game"
390,usr052@gt.edu,"Iliad: The Siege of Troy","Conflict Games  ","Lightly Used","Board Game"
391,usr052@gt.edu,Starbound,Chucklefish,"Damaged/Missing parts","Computer Game"
392,usr052@gt.edu,"Mortal Kombat Mythologies: Sub-Zero","Midway Games   ",Mint,"Video Game"
393,usr052@gt.edu,"Dark Force","Schmidt Spiele   ",Mint,"Card Game"
394,usr052@gt.edu,"Mass Effect 3","Action RPG   BioWare","Lightly Used","Video Game"
395,usr053@gt.edu,"Gundam Cross War ","Bandai   ","Lightly Used","Card Game"
396,usr053@gt.edu,"Doctor Who: The Collectible Trading Card Game","M.M.G. Ltd.   ","Heavily Used","Card Game"
397,usr053@gt.edu,"Minecraft: Xbox 360 Edition",NULL,Mint,"Video Game"
398,usr053@gt.edu,"World of Warcraft: Battle for Azeroth",NULL,Mint,"Computer Game"
399,usr053@gt.edu,"Madagascar Kartz","Racing   Sidhe Interactive","Damaged/Missing parts","Video Game"
400,usr053@gt.edu,"Jetpack Joyride",NULL,"Lightly Used","Video Game"
401,usr054@gt.edu,"Tempest of the Gods ","Black Dragon Press   ","Lightly Used","Card Game"
402,usr054@gt.edu,Patolli,"Mesoamerica  Five or six thrown marked black beans","Heavily Used","Board Game"
403,usr054@gt.edu,"World in Conflict: Soviet Assault","Massive Entertainment   Sierra Entertainment (former), Ubisoft","Heavily Used","Computer Game"
404,usr054@gt.edu,"Monster Hunter Frontier G10","Action role-playing, Expansion   Capcom","Heavily Used","Video Game"
405,usr054@gt.edu,"K-ON! Ho-kago Live!!",NULL,"Damaged/Missing parts","Video Game"
406,usr054@gt.edu,"Xeko ","Matter Group   ","Lightly Used","Card Game"
407,usr055@gt.edu,"Twain Foolery",NULL,"Moderately Used","Jigsaw Puzzle"
408,usr055@gt.edu,"Action Quake 2","The A-Team","Lightly Used","Computer Game"
409,usr055@gt.edu,"Madden NFL 06","Sports   EA Tiburon",Mint,"Video Game"
410,usr055@gt.edu,"Brothers in Arms: Earned in Blood","Gearbox Software   Ubisoft","Like New","Computer Game"
411,usr055@gt.edu,WildStar,"Carbine Studios   NC Soft","Heavily Used","Computer Game"
412,usr055@gt.edu,Postal,"Running with Scissors",Mint,"Computer Game"
413,usr055@gt.edu,"Anno 1503","Max Design   Sunflowers","Lightly Used","Computer Game"
414,usr055@gt.edu,"Cars 3 ","Jigsaw Puzzles By Ravensburger","Lightly Used","Jigsaw Puzzle"
415,usr055@gt.edu,"MLB Bobblehead Pros","Sports & Recreation   Konami","Lightly Used","Video Game"
416,usr055@gt.edu,SimCity,"Maxis   Electronic Arts","Lightly Used","Computer Game"
417,usr055@gt.edu,"Age of Pirates: Captain Blood",NULL,"Damaged/Missing parts","Computer Game"
418,usr056@gt.edu,"Typefaces ",NULL,"Damaged/Missing parts","Jigsaw Puzzle"
419,usr056@gt.edu,"Toy Story: Made to Play ","Jigsaw Puzzle By Ravensburger NEW","Lightly Used","Jigsaw Puzzle"
420,usr056@gt.edu,Kabal,NULL,"Damaged/Missing parts","Card Game"
421,usr057@gt.edu,"Police at Work! ","Jigsaw Puzzle By Ravensburger NEW","Damaged/Missing parts","Jigsaw Puzzle"
422,usr057@gt.edu,"Just Cause 2","Avalanche Studios   ","Heavily Used","Video Game"
423,usr057@gt.edu,"James Bond 007: Blood Stone","Bizarre Creations   ","Lightly Used","Video Game"
424,usr057@gt.edu,AGON,"Private Moon Studios","Like New","Computer Game"
425,usr057@gt.edu,"Galactic Empires",NULL,Mint,"Card Game"
426,usr057@gt.edu,"Nushi Tsuri 64: Shiokaze Ni Notte","Victor Interactive Software   Victor Interactive Software",Mint,"Video Game"
427,usr058@gt.edu,"Megamind: Ultimate Showdown","Action   THQ",Mint,"Video Game"
428,usr058@gt.edu,"Age of Wonders II: The Wizard's Throne","Triumph Studios   Take Two Interactive","Lightly Used","Computer Game"
429,usr058@gt.edu,"Meteos Wars","Puzzle & Trivia   Q Entertainment",Mint,"Video Game"
430,usr058@gt.edu,"Pokemon Stadium Gold SilverJP","Nintendo EAD   Nintendo",Mint,"Video Game"
431,usr059@gt.edu,NuFX,NULL,"Heavily Used","Video Game"
432,usr059@gt.edu,"Warhammer 40","000 Collectible Card Game   Sabertooth Games","Heavily Used","Card Game"
433,usr059@gt.edu,Karateka,"Liquid Entertainment   Unreleased",Mint,"Video Game"
434,usr059@gt.edu,"NFL Quarterback Club 99","Iguana Entertainment   Acclaim Sports","Like New","Video Game"
435,usr059@gt.edu,"Sid Meier's Railroads!","Firaxis Games, Feral Interactive   2K Games, Feral Interactive","Like New","Computer Game"
436,usr059@gt.edu,"Highlander: The Card Game	","Thunder Castle Games   ","Damaged/Missing parts","Card Game"
437,usr059@gt.edu,"K-ON! Ho-kago Live!!",NULL,"Moderately Used","Video Game"
438,usr059@gt.edu,"Pokemon TCG Online","Dire Wolf Digital   The Pokemon Company","Damaged/Missing parts","Computer Game"
439,usr059@gt.edu,Yut,"Korea  Four thrown marked sticks","Damaged/Missing parts","Board Game"
440,usr059@gt.edu,"Battles of Napoleon",NULL,"Like New","Computer Game"
441,usr059@gt.edu,"Baldur's Gate II: Shadows of Amn",NULL,"Lightly Used","Computer Game"
442,usr060@gt.edu,"Dimension 0","Broccoli   ","Lightly Used","Card Game"
443,usr060@gt.edu,"Killing Floor","Tripwire Interactive","Moderately Used","Computer Game"
444,usr060@gt.edu,"Blade Symphony","Puny Human   Puny Human Games","Like New","Computer Game"
445,usr060@gt.edu,"NFL Blitz 2000",NULL,"Heavily Used","Video Game"
446,usr060@gt.edu,"Beyond Good & Evil","Ubisoft Pictures, Ubisoft Milan   Ubisoft","Heavily Used","Computer Game"
447,usr060@gt.edu,"Jyhad (AKA Vampire: The Eternal Struggle)","Wizards of the Coast/White Wolf Publishing Inc./Black Chantry   ","Moderately Used","Card Game"
448,usr060@gt.edu,"Adventure at the Chateau d'Or","Karma Labs","Like New","Computer Game"
449,usr060@gt.edu,"RockMan Dash: Hagane no BoukenshinJP","Capcom Production Studio 2   Capcom","Lightly Used","Video Game"
450,usr060@gt.edu,"DC Studios","SouthPeak Interactive   Sports/Soccer",Mint,"Video Game"
451,usr061@gt.edu,"World of Warcraft: The Burning Crusade","Blizzard Entertainment","Like New","Computer Game"
452,usr061@gt.edu,"Age of Empires: The Rise of Rome","Ensemble Studios   Microsoft Game Studios","Lightly Used","Computer Game"
453,usr061@gt.edu,"I am Spartacus","XTR Corp  1992","Damaged/Missing parts","Board Game"
454,usr061@gt.edu,Kenshi,"Lo-Fi Games","Moderately Used","Computer Game"
455,usr061@gt.edu,"Puyo Puyon Party","Compile   Compile","Moderately Used","Video Game"
456,usr061@gt.edu,"Journey Collector's Edition","ThatGameCompany   October 28, 2012",Mint,"Video Game"
457,usr061@gt.edu,Afterparty,"Night School Studio","Like New","Computer Game"
458,usr062@gt.edu,"Pokemon Stadium 2JP",NULL,"Moderately Used","Video Game"
459,usr062@gt.edu,"AssaultCube Reloaded (ACR)","AssaultCube Reloaded Task Force",Mint,"Computer Game"
460,usr062@gt.edu,"World of Warcraft: Mists of Pandaria",NULL,"Heavily Used","Computer Game"
461,usr062@gt.edu,"NHL 99","MBL Research   ",Mint,"Video Game"
462,usr062@gt.edu,"Suzanne Stofflet (riddles)",16/50,"Moderately Used","Jigsaw Puzzle"
463,usr062@gt.edu,"World in Conflict: Soviet Assault",NULL,"Lightly Used","Computer Game"
464,usr062@gt.edu,"Audiosurf 2","Dylan Fitterer","Lightly Used","Computer Game"
465,usr063@gt.edu,"Just Dance 3","Ubisoft Paris   ","Lightly Used","Video Game"
466,usr063@gt.edu,"Jet Set Radio","Smilebit   February 20, 2013","Like New","Video Game"
467,usr063@gt.edu,"Major League Baseball 2K8","Sports   Kush Games",Mint,"Video Game"
468,usr063@gt.edu,"Doctor Who Monster Invasion","BBC Worldwide   ","Lightly Used","Card Game"
469,usr063@gt.edu,"Final War Tactical Card Game ","Games Lab   ","Heavily Used","Card Game"
470,usr063@gt.edu,"Major League Baseball 2K7","Sports   Kush Games","Like New","Video Game"
471,usr063@gt.edu,Kabal,"MultiSim   ",Mint,"Card Game"
472,usr064@gt.edu,Jeopardy!,NULL,"Moderately Used","Video Game"
473,usr064@gt.edu,"Monster Hunter Frontier","Action role-playing   Capcom",Mint,"Video Game"
474,usr064@gt.edu,Successors,"Decision Games  1993","Lightly Used","Board Game"
475,usr064@gt.edu,"Day of the Chariot: Kadesh","LPS, Inc.  2008","Damaged/Missing parts","Board Game"
